destination_country,origin_country,year,value,source,dataset,measure_type,period,analysis_question
Malta,Cameroon,2015,1,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Netherlands,Cameroon,2015,70,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Austria,Cameroon,2015,59,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Poland,Cameroon,2015,123,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Portugal,Cameroon,2015,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Romania,Cameroon,2015,5,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Slovenia,Cameroon,2015,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Slovakia,Cameroon,2015,8,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Finland,Cameroon,2015,193,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Sweden,Cameroon,2015,555,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Iceland,Cameroon,2015,2,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Liechtenstein,Cameroon,2015,2,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Norway,Cameroon,2015,79,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Switzerland,Cameroon,2015,2124,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
United Kingdom,Cameroon,2015,4847,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Serbia,Cameroon,2015,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Belgium,Cameroon,2016,2943,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Bulgaria,Cameroon,2016,6,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Czechia,Cameroon,2016,56,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Denmark,Cameroon,2016,109,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Germany,Cameroon,2016,2456,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Estonia,Cameroon,2016,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Ireland,Cameroon,2016,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Greece,Cameroon,2016,17,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Spain,Cameroon,2016,4148,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
France,Cameroon,2016,29220,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Croatia,Cameroon,2016,7,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Italy,Cameroon,2016,7333,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Cyprus,Cameroon,2016,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Latvia,Cameroon,2016,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Lithuania,Cameroon,2016,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Luxembourg,Cameroon,2016,127,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Hungary,Cameroon,2016,7,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Malta,Cameroon,2016,1,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Netherlands,Cameroon,2016,75,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Austria,Cameroon,2016,79,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Poland,Cameroon,2016,121,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Portugal,Cameroon,2016,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Romania,Cameroon,2016,8,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Slovenia,Cameroon,2016,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Slovakia,Cameroon,2016,8,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Finland,Cameroon,2016,206,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Sweden,Cameroon,2016,584,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Iceland,Cameroon,2016,2,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Liechtenstein,Cameroon,2016,2,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Norway,Cameroon,2016,71,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Switzerland,Cameroon,2016,2188,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
United Kingdom,Cameroon,2016,4847,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Serbia,Cameroon,2016,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Belgium,Cameroon,2017,2834,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Bulgaria,Cameroon,2017,11,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Czechia,Cameroon,2017,58,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Denmark,Cameroon,2017,95,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Germany,Cameroon,2017,2565,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Estonia,Cameroon,2017,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Ireland,Cameroon,2017,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Greece,Cameroon,2017,22,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Spain,Cameroon,2017,4314,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
France,Cameroon,2017,30889,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Croatia,Cameroon,2017,7,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Italy,Cameroon,2017,7594,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Cyprus,Cameroon,2017,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Latvia,Cameroon,2017,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Lithuania,Cameroon,2017,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Luxembourg,Cameroon,2017,146,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Hungary,Cameroon,2017,114,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Malta,Cameroon,2017,1,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Netherlands,Cameroon,2017,79,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Austria,Cameroon,2017,89,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Poland,Cameroon,2017,128,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Portugal,Cameroon,2017,7,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Romania,Cameroon,2017,14,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Slovenia,Cameroon,2017,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Slovakia,Cameroon,2017,10,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Finland,Cameroon,2017,227,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Sweden,Cameroon,2017,592,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Iceland,Cameroon,2017,2,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Liechtenstein,Cameroon,2017,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Norway,Cameroon,2017,63,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Switzerland,Cameroon,2017,2238,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
United Kingdom,Cameroon,2017,4847,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Serbia,Cameroon,2017,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Belgium,Cameroon,2018,2802,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Bulgaria,Cameroon,2018,11,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Czechia,Cameroon,2018,59,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Denmark,Cameroon,2018,97,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Germany,Cameroon,2018,2722,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Estonia,Cameroon,2018,1,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Ireland,Cameroon,2018,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Greece,Cameroon,2018,25,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Spain,Cameroon,2018,4479,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
France,Cameroon,2018,31078,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Croatia,Cameroon,2018,8,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Italy,Cameroon,2018,7277,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Cyprus,Cameroon,2018,1,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Latvia,Cameroon,2018,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Lithuania,Cameroon,2018,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Luxembourg,Cameroon,2018,172,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Hungary,Cameroon,2018,118,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Malta,Cameroon,2018,1,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Netherlands,Cameroon,2018,93,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Austria,Cameroon,2018,97,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Poland,Cameroon,2018,140,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Portugal,Cameroon,2018,23,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Romania,Cameroon,2018,19,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Slovenia,Cameroon,2018,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Slovakia,Cameroon,2018,12,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Finland,Cameroon,2018,264,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Sweden,Cameroon,2018,585,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Iceland,Cameroon,2018,2,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Liechtenstein,Cameroon,2018,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Norway,Cameroon,2018,81,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Switzerland,Cameroon,2018,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
United Kingdom,Cameroon,2018,5362,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Serbia,Cameroon,2018,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Belgium,Cameroon,2019,2879,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Bulgaria,Cameroon,2019,12,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Czechia,Cameroon,2019,60,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Denmark,Cameroon,2019,146,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Germany,Cameroon,2019,2959,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Estonia,Cameroon,2019,2,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Ireland,Cameroon,2019,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Greece,Cameroon,2019,25,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Spain,Cameroon,2019,4553,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
France,Cameroon,2019,32009,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Croatia,Cameroon,2019,8,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Italy,Cameroon,2019,7277,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Cyprus,Cameroon,2019,10,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Latvia,Cameroon,2019,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Lithuania,Cameroon,2019,3,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Luxembourg,Cameroon,2019,203,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Hungary,Cameroon,2019,120,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Malta,Cameroon,2019,1,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Netherlands,Cameroon,2019,107,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Austria,Cameroon,2019,110,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Poland,Cameroon,2019,116,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Portugal,Cameroon,2019,22,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Romania,Cameroon,2019,23,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Slovenia,Cameroon,2019,8,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Slovakia,Cameroon,2019,16,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Finland,Cameroon,2019,286,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Sweden,Cameroon,2019,646,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Iceland,Cameroon,2019,2,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Liechtenstein,Cameroon,2019,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Norway,Cameroon,2019,75,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Switzerland,Cameroon,2019,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
United Kingdom,Cameroon,2019,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Serbia,Cameroon,2019,0,eurostat,eurostat_long_term_residents,long_term_resident,pre_covid,Q3_post_arrival_trajectories
Belgium,Cameroon,2020,3058,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Bulgaria,Cameroon,2020,12,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Czechia,Cameroon,2020,62,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Denmark,Cameroon,2020,158,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Germany,Cameroon,2020,3068,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Estonia,Cameroon,2020,1,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Ireland,Cameroon,2020,0,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Greece,Cameroon,2020,27,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Spain,Cameroon,2020,4463,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
France,Cameroon,2020,32924,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Croatia,Cameroon,2020,8,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Italy,Cameroon,2020,6982,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Cyprus,Cameroon,2020,9,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Latvia,Cameroon,2020,0,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Lithuania,Cameroon,2020,4,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Luxembourg,Cameroon,2020,237,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Hungary,Cameroon,2020,111,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Malta,Cameroon,2020,1,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Netherlands,Cameroon,2020,94,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Austria,Cameroon,2020,121,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Poland,Cameroon,2020,140,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Portugal,Cameroon,2020,23,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Romania,Cameroon,2020,23,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Slovenia,Cameroon,2020,10,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Slovakia,Cameroon,2020,17,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Finland,Cameroon,2020,324,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Sweden,Cameroon,2020,646,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Iceland,Cameroon,2020,3,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Liechtenstein,Cameroon,2020,0,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Norway,Cameroon,2020,75,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Switzerland,Cameroon,2020,2358,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
United Kingdom,Cameroon,2020,0,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Serbia,Cameroon,2020,0,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Belgium,Cameroon,2021,3287,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Bulgaria,Cameroon,2021,12,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Czechia,Cameroon,2021,70,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Denmark,Cameroon,2021,179,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Germany,Cameroon,2021,2934,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Estonia,Cameroon,2021,1,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Ireland,Cameroon,2021,0,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Greece,Cameroon,2021,25,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Spain,Cameroon,2021,4286,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
France,Cameroon,2021,33707,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Croatia,Cameroon,2021,7,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Italy,Cameroon,2021,6889,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Cyprus,Cameroon,2021,7,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Latvia,Cameroon,2021,0,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Lithuania,Cameroon,2021,5,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Luxembourg,Cameroon,2021,192,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Hungary,Cameroon,2021,111,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Malta,Cameroon,2021,2,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Netherlands,Cameroon,2021,91,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Austria,Cameroon,2021,125,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Poland,Cameroon,2021,136,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Portugal,Cameroon,2021,22,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Romania,Cameroon,2021,25,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Slovenia,Cameroon,2021,11,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Slovakia,Cameroon,2021,18,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Finland,Cameroon,2021,368,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Sweden,Cameroon,2021,601,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Iceland,Cameroon,2021,2,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Liechtenstein,Cameroon,2021,0,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Norway,Cameroon,2021,67,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
Switzerland,Cameroon,2021,2447,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
United Kingdom,Cameroon,2021,0,eurostat,eurostat_long_term_residents,long_term_resident,covid,Q3_post_arrival_trajectories
